,#YY,MM,DD,hh,mm,WDIR WSPD GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
57,2008,01,03,08,00,999 99.0 99.0,0.50,14.00,99.00,999,9999.0,999.0,14.2,999.0,99.0,99.00
58,2008,01,03,09,00,999 99.0 99.0,0.50,14.00,99.00,999,9999.0,999.0,14.2,999.0,99.0,99.00
59,2008,01,03,10,00,999 99.0 99.0,0.50,12.00,99.00,999,9999.0,999.0,14.0,999.0,99.0,99.00
60,2008,01,03,11,00,999 99.0 99.0,0.50,14.00,99.00,999,9999.0,999.0,14.1,999.0,99.0,99.00
61,2008,01,03,12,00,999 99.0 99.0,0.50,14.00,99.00,999,9999.0,999.0,14.0,999.0,99.0,99.00
62,2008,01,03,13,00,999 99.0 99.0,0.50,13.00,99.00,999,9999.0,999.0,14.0,999.0,99.0,99.00
63,2008,01,03,14,00,999 99.0 99.0,0.50,14.00,99.00,999,9999.0,999.0,14.0,999.0,99.0,99.00
64,2008,01,03,15,00,999 99.0 99.0,0.50,14.00,99.00,999,9999.0,999.0,14.0,999.0,99.0,99.00
65,2008,01,03,16,00,999 99.0 99.0,0.60,13.00,99.00,999,9999.0,999.0,14.0,999.0,99.0,99.00
66,2008,01,03,17,00,999 99.0 99.0,0.50,13.00,99.00,999,9999.0,999.0,14.0,999.0,99.0,99.00
67,2008,01,03,18,00,999 99.0 99.0,0.50,13.00,99.00,999,9999.0,999.0,14.0,999.0,99.0,99.00
68,2008,01,03,19,00,999 99.0 99.0,0.50,14.00,99.00,999,9999.0,999.0,14.0,999.0,99.0,99.00
69,2008,01,03,20,00,999 99.0 99.0,0.50,13.00,99.00,999,9999.0,999.0,14.2,999.0,99.0,99.00
70,2008,01,03,21,00,999 99.0 99.0,0.70,13.00,99.00,999,9999.0,999.0,14.2,999.0,99.0,99.00
71,2008,01,03,22,00,999 99.0 99.0,0.60,12.00,99.00,999,9999.0,999.0,14.1,999.0,99.0,99.00
72,2008,01,03,23,00,999 99.0 99.0,0.60,14.00,99.00,999,9999.0,999.0,14.1,999.0,99.0,99.00
73,2008,01,04,00,00,999 99.0 99.0,0.70,12.00,99.00,999,9999.0,999.0,14.1,999.0,99.0,99.00
74,2008,01,04,01,00,999 99.0 99.0,0.80,14.00,99.00,999,9999.0,999.0,14.1,999.0,99.0,99.00
75,2008,01,04,02,00,999 99.0 99.0,0.90,13.00,99.00,999,9999.0,999.0,14.1,999.0,99.0,99.00
76,2008,01,04,03,00,999 99.0 99.0,1.00,13.00,99.00,999,9999.0,999.0,14.0,999.0,99.0,99.00
77,2008,01,04,04,00,999 99.0 99.0,1.00,14.00,99.00,999,9999.0,999.0,14.0,999.0,99.0,99.00
78,2008,01,04,05,00,999 99.0 99.0,1.00,15.00,99.00,999,9999.0,999.0,14.0,999.0,99.0,99.00
79,2008,01,04,06,00,999 99.0 99.0,1.10,12.00,99.00,999,9999.0,999.0,14.0,999.0,99.0,99.00
80,2008,01,04,07,00,999 99.0 99.0,1.00,14.00,99.00,999,9999.0,999.0,14.0,999.0,99.0,99.00
81,2008,01,04,08,00,999 99.0 99.0,1.20,14.00,99.00,999,9999.0,999.0,14.0,999.0,99.0,99.00
82,2008,01,04,09,00,999 99.0 99.0,1.20,12.00,99.00,999,9999.0,999.0,14.0,999.0,99.0,99.00
83,2008,01,04,10,00,999 99.0 99.0,1.00,14.00,99.00,999,9999.0,999.0,14.0,999.0,99.0,99.00
84,2008,01,04,11,00,999 99.0 99.0,1.10,13.00,99.00,999,9999.0,999.0,14.0,999.0,99.0,99.00
85,2008,01,04,12,00,999 99.0 99.0,1.10,12.00,99.00,999,9999.0,999.0,14.0,999.0,99.0,99.00
86,2008,01,04,13,00,999 99.0 99.0,1.30,14.00,99.00,999,9999.0,999.0,14.0,999.0,99.0,99.00
87,2008,01,04,14,00,999 99.0 99.0,1.30,13.00,99.00,999,9999.0,999.0,14.0,999.0,99.0,99.00
88,2008,01,04,15,00,999 99.0 99.0,1.10,13.00,99.00,999,9999.0,999.0,14.0,999.0,99.0,99.00
89,2008,01,04,16,00,999 99.0 99.0,1.10,12.00,99.00,999,9999.0,999.0,14.0,999.0,99.0,99.00
90,2008,01,04,17,00,999 99.0 99.0,1.20,13.00,99.00,999,9999.0,999.0,14.0,999.0,99.0,99.00
91,2008,01,04,18,00,999 99.0 99.0,1.10,12.00,99.00,999,9999.0,999.0,14.0,999.0,99.0,99.00
92,2008,01,04,19,00,999 99.0 99.0,1.00,13.00,99.00,999,9999.0,999.0,14.0,999.0,99.0,99.00
93,2008,01,04,20,00,999 99.0 99.0,1.00,12.00,99.00,999,9999.0,999.0,14.0,999.0,99.0,99.00
94,2008,01,04,21,00,999 99.0 99.0,1.00,13.00,99.00,999,9999.0,999.0,14.1,999.0,99.0,99.00
95,2008,01,04,22,00,999 99.0 99.0,1.10,12.00,99.00,999,9999.0,999.0,14.1,999.0,99.0,99.00
96,2008,01,04,23,00,999 99.0 99.0,0.90,12.00,99.00,999,9999.0,999.0,14.1,999.0,99.0,99.00
97,2008,01,05,00,00,999 99.0 99.0,0.90,12.00,99.00,999,9999.0,999.0,14.1,999.0,99.0,99.00
98,2008,01,05,01,00,999 99.0 99.0,0.90,14.00,99.00,999,9999.0,999.0,14.0,999.0,99.0,99.00
99,2008,01,05,02,00,999 99.0 99.0,0.90,12.00,99.00,999,9999.0,999.0,14.0,999.0,99.0,99.00
100,2008,01,05,03,00,999 99.0 99.0,1.00,14.00,99.00,999,9999.0,999.0,14.0,999.0,99.0,99.00
101,2008,01,05,04,00,999 99.0 99.0,1.00,13.00,99.00,999,9999.0,999.0,14.0,999.0,99.0,99.00
102,2008,01,05,05,00,999 99.0 99.0,1.10,13.00,99.00,999,9999.0,999.0,14.0,999.0,99.0,99.00
103,2008,01,05,06,00,999 99.0 99.0,1.20,12.00,99.00,999,9999.0,999.0,14.0,999.0,99.0,99.00
104,2008,01,05,07,00,999 99.0 99.0,1.30,12.00,99.00,999,9999.0,999.0,14.0,999.0,99.0,99.00
105,2008,01,05,08,00,999 99.0 99.0,1.40,13.00,99.00,999,9999.0,999.0,14.0,999.0,99.0,99.00
106,2008,01,05,09,00,999 99.0 99.0,1.70,5.00,99.00,999,9999.0,999.0,13.9,999.0,99.0,99.00
107,2008,01,05,10,00,999 99.0 99.0,1.90,5.00,99.00,999,9999.0,999.0,13.9,999.0,99.0,99.00
108,2008,01,05,11,00,999 99.0 99.0,1.90,6.00,99.00,999,9999.0,999.0,13.8,999.0,99.0,99.00
109,2008,01,05,12,00,999 99.0 99.0,2.10,6.00,99.00,999,9999.0,999.0,13.7,999.0,99.0,99.00
110,2008,01,05,13,00,999 99.0 99.0,2.30,6.00,99.00,999,9999.0,999.0,13.6,999.0,99.0,99.00
111,2008,01,05,14,00,999 99.0 99.0,2.20,6.00,99.00,999,9999.0,999.0,13.5,999.0,99.0,99.00
112,2008,01,05,15,00,999 99.0 99.0,2.20,6.00,99.00,999,9999.0,999.0,13.5,999.0,99.0,99.00
113,2008,01,05,16,00,999 99.0 99.0,2.20,7.00,99.00,999,9999.0,999.0,13.5,999.0,99.0,99.00
114,2008,01,05,17,00,999 99.0 99.0,2.20,7.00,99.00,999,9999.0,999.0,13.7,999.0,99.0,99.00
115,2008,01,05,18,00,999 99.0 99.0,2.00,11.00,99.00,999,9999.0,999.0,13.8,999.0,99.0,99.00
116,2008,01,05,19,00,999 99.0 99.0,2.00,12.00,99.00,999,9999.0,999.0,14.0,999.0,99.0,99.00
117,2008,01,05,20,00,999 99.0 99.0,2.00,11.00,99.00,999,9999.0,999.0,14.0,999.0,99.0,99.00
118,2008,01,05,21,00,999 99.0 99.0,2.00,12.00,99.00,999,9999.0,999.0,14.1,999.0,99.0,99.00
119,2008,01,05,22,00,999 99.0 99.0,2.10,12.00,99.00,999,9999.0,999.0,14.0,999.0,99.0,99.00
120,2008,01,05,23,00,999 99.0 99.0,2.10,20.00,99.00,999,9999.0,999.0,13.7,999.0,99.0,99.00
121,2008,01,06,00,00,999 99.0 99.0,2.20,12.00,99.00,999,9999.0,999.0,13.6,999.0,99.0,99.00
122,2008,01,06,01,00,999 99.0 99.0,2.40,18.00,99.00,999,9999.0,999.0,13.4,999.0,99.0,99.00
123,2008,01,06,02,00,999 99.0 99.0,2.60,18.00,99.00,999,9999.0,999.0,13.3,999.0,99.0,99.00
124,2008,01,06,03,00,999 99.0 99.0,2.60,17.00,99.00,999,9999.0,999.0,13.3,999.0,99.0,99.00
125,2008,01,06,04,00,999 99.0 99.0,2.60,17.00,99.00,999,9999.0,999.0,13.4,999.0,99.0,99.00
126,2008,01,06,05,00,999 99.0 99.0,2.90,15.00,99.00,999,9999.0,999.0,13.5,999.0,99.0,99.00
127,2008,01,06,06,00,999 99.0 99.0,2.60,15.00,99.00,999,9999.0,999.0,13.7,999.0,99.0,99.00
128,2008,01,06,07,00,999 99.0 99.0,2.70,12.00,99.00,999,9999.0,999.0,13.7,999.0,99.0,99.00
129,2008,01,06,08,00,999 99.0 99.0,2.80,18.00,99.00,999,9999.0,999.0,13.7,999.0,99.0,99.00
130,2008,01,06,09,00,999 99.0 99.0,2.70,15.00,99.00,999,9999.0,999.0,13.8,999.0,99.0,99.00
131,2008,01,06,10,00,999 99.0 99.0,2.50,13.00,99.00,999,9999.0,999.0,13.6,999.0,99.0,99.00
132,2008,01,06,11,00,999 99.0 99.0,2.20,13.00,99.00,999,9999.0,999.0,13.5,999.0,99.0,99.00
133,2008,01,06,12,00,999 99.0 99.0,2.50,13.00,99.00,999,9999.0,999.0,13.4,999.0,99.0,99.00
134,2008,01,06,13,00,999 99.0 99.0,2.20,17.00,99.00,999,9999.0,999.0,13.4,999.0,99.0,99.00
135,2008,01,06,14,00,999 99.0 99.0,2.30,15.00,99.00,999,9999.0,999.0,13.4,999.0,99.0,99.00
136,2008,01,06,15,00,999 99.0 99.0,2.10,15.00,99.00,999,9999.0,999.0,13.4,999.0,99.0,99.00
137,2008,01,06,16,00,999 99.0 99.0,2.00,15.00,99.00,999,9999.0,999.0,13.4,999.0,99.0,99.00
138,2008,01,06,17,00,999 99.0 99.0,1.80,12.00,99.00,999,9999.0,999.0,13.4,999.0,99.0,99.00
139,2008,01,06,18,00,999 99.0 99.0,1.90,15.00,99.00,999,9999.0,999.0,13.5,999.0,99.0,99.00
140,2008,01,06,19,00,999 99.0 99.0,1.80,15.00,99.00,999,9999.0,999.0,13.4,999.0,99.0,99.00
141,2008,01,06,20,00,999 99.0 99.0,1.70,12.00,99.00,999,9999.0,999.0,13.5,999.0,99.0,99.00
142,2008,01,06,21,00,999 99.0 99.0,1.90,17.00,99.00,999,9999.0,999.0,13.6,999.0,99.0,99.00
143,2008,01,06,22,00,999 99.0 99.0,1.50,14.00,99.00,999,9999.0,999.0,13.6,999.0,99.0,99.00
144,2008,01,06,23,00,999 99.0 99.0,1.50,17.00,99.00,999,9999.0,999.0,13.6,999.0,99.0,99.00
145,2008,01,07,00,00,999 99.0 99.0,1.50,15.00,99.00,999,9999.0,999.0,13.6,999.0,99.0,99.00
146,2008,01,07,01,00,999 99.0 99.0,1.50,14.00,99.00,999,9999.0,999.0,13.6,999.0,99.0,99.00
147,2008,01,07,02,00,999 99.0 99.0,1.60,12.00,99.00,999,9999.0,999.0,13.7,999.0,99.0,99.00
148,2008,01,07,03,00,999 99.0 99.0,1.70,13.00,99.00,999,9999.0,999.0,13.8,999.0,99.0,99.00
149,2008,01,07,04,00,999 99.0 99.0,1.60,13.00,99.00,999,9999.0,999.0,13.8,999.0,99.0,99.00
150,2008,01,07,05,00,999 99.0 99.0,1.50,14.00,99.00,999,9999.0,999.0,13.8,999.0,99.0,99.00
151,2008,01,07,06,00,999 99.0 99.0,1.50,14.00,99.00,999,9999.0,999.0,13.8,999.0,99.0,99.00
152,2008,01,07,07,00,999 99.0 99.0,1.80,11.00,99.00,999,9999.0,999.0,13.7,999.0,99.0,99.00
153,2008,01,07,08,00,999 99.0 99.0,2.10,13.00,99.00,999,9999.0,999.0,13.6,999.0,99.0,99.00
154,2008,01,07,09,00,999 99.0 99.0,2.20,14.00,99.00,999,9999.0,999.0,13.8,999.0,99.0,99.00
155,2008,01,07,10,00,999 99.0 99.0,2.20,6.00,99.00,999,9999.0,999.0,13.7,999.0,99.0,99.00
156,2008,01,07,11,00,999 99.0 99.0,2.10,6.00,99.00,999,9999.0,999.0,13.7,999.0,99.0,99.00
157,2008,01,07,12,00,999 99.0 99.0,2.10,13.00,99.00,999,9999.0,999.0,13.7,999.0,99.0,99.00
158,2008,01,07,13,00,999 99.0 99.0,2.00,13.00,99.00,999,9999.0,999.0,13.6,999.0,99.0,99.00
159,2008,01,07,14,00,999 99.0 99.0,2.00,13.00,99.00,999,9999.0,999.0,13.6,999.0,99.0,99.00
160,2008,01,07,15,00,999 99.0 99.0,2.10,14.00,99.00,999,9999.0,999.0,13.6,999.0,99.0,99.00
161,2008,01,07,16,00,999 99.0 99.0,2.00,14.00,99.00,999,9999.0,999.0,13.6,999.0,99.0,99.00
162,2008,01,07,17,00,999 99.0 99.0,2.10,8.00,99.00,999,9999.0,999.0,13.6,999.0,99.0,99.00
163,2008,01,07,18,00,999 99.0 99.0,2.00,8.00,99.00,999,9999.0,999.0,13.8,999.0,99.0,99.00
164,2008,01,07,19,00,999 99.0 99.0,1.90,14.00,99.00,999,9999.0,999.0,13.8,999.0,99.0,99.00
165,2008,01,07,20,00,999 99.0 99.0,1.90,13.00,99.00,999,9999.0,999.0,13.8,999.0,99.0,99.00
166,2008,01,07,21,00,999 99.0 99.0,1.90,14.00,99.00,999,9999.0,999.0,13.8,999.0,99.0,99.00
167,2008,01,07,22,00,999 99.0 99.0,1.90,14.00,99.00,999,9999.0,999.0,13.8,999.0,99.0,99.00
168,2008,01,07,23,00,999 99.0 99.0,2.00,14.00,99.00,999,9999.0,999.0,13.8,999.0,99.0,99.00
169,2008,01,08,00,00,999 99.0 99.0,2.00,9.00,99.00,999,9999.0,999.0,13.6,999.0,99.0,99.00
170,2008,01,08,01,00,999 99.0 99.0,2.00,8.00,99.00,999,9999.0,999.0,13.4,999.0,99.0,99.00
171,2008,01,08,02,00,999 99.0 99.0,1.90,9.00,99.00,999,9999.0,999.0,13.4,999.0,99.0,99.00
172,2008,01,08,03,00,999 99.0 99.0,2.00,10.00,99.00,999,9999.0,999.0,13.2,999.0,99.0,99.00
173,2008,01,08,04,00,999 99.0 99.0,2.00,8.00,99.00,999,9999.0,999.0,13.2,999.0,99.0,99.00
174,2008,01,08,05,00,999 99.0 99.0,2.00,12.00,99.00,999,9999.0,999.0,13.3,999.0,99.0,99.00
175,2008,01,08,06,00,999 99.0 99.0,2.10,12.00,99.00,999,9999.0,999.0,13.4,999.0,99.0,99.00
176,2008,01,08,07,00,999 99.0 99.0,2.30,11.00,99.00,999,9999.0,999.0,13.3,999.0,99.0,99.00
177,2008,01,08,08,00,999 99.0 99.0,2.00,11.00,99.00,999,9999.0,999.0,13.4,999.0,99.0,99.00
178,2008,01,08,09,00,999 99.0 99.0,2.20,11.00,99.00,999,9999.0,999.0,13.4,999.0,99.0,99.00
179,2008,01,08,10,00,999 99.0 99.0,2.00,12.00,99.00,999,9999.0,999.0,13.4,999.0,99.0,99.00
180,2008,01,08,11,00,999 99.0 99.0,2.00,13.00,99.00,999,9999.0,999.0,13.3,999.0,99.0,99.00
181,2008,01,08,12,00,999 99.0 99.0,1.80,10.00,99.00,999,9999.0,999.0,13.3,999.0,99.0,99.00
182,2008,01,08,13,00,999 99.0 99.0,1.80,12.00,99.00,999,9999.0,999.0,13.2,999.0,99.0,99.00
183,2008,01,08,14,00,999 99.0 99.0,1.70,12.00,99.00,999,9999.0,999.0,13.2,999.0,99.0,99.00
184,2008,01,08,15,00,999 99.0 99.0,1.60,12.00,99.00,999,9999.0,999.0,13.3,999.0,99.0,99.00
185,2008,01,08,16,00,999 99.0 99.0,1.60,12.00,99.00,999,9999.0,999.0,13.2,999.0,99.0,99.00
186,2008,01,08,17,00,999 99.0 99.0,1.50,12.00,99.00,999,9999.0,999.0,13.2,999.0,99.0,99.00
187,2008,01,08,18,00,999 99.0 99.0,1.50,12.00,99.00,999,9999.0,999.0,13.3,999.0,99.0,99.00
188,2008,01,08,21,00,999 99.0 99.0,1.20,11.00,99.00,999,9999.0,999.0,14.0,999.0,99.0,99.00
189,2008,01,08,22,00,999 99.0 99.0,1.30,12.00,99.00,999,9999.0,999.0,13.8,999.0,99.0,99.00
190,2008,01,08,23,00,999 99.0 99.0,1.30,12.00,99.00,999,9999.0,999.0,13.6,999.0,99.0,99.00
191,2008,01,09,00,00,999 99.0 99.0,1.20,12.00,99.00,999,9999.0,999.0,13.6,999.0,99.0,99.00
192,2008,01,09,01,00,999 99.0 99.0,1.30,12.00,99.00,999,9999.0,999.0,13.4,999.0,99.0,99.00
193,2008,01,09,02,00,999 99.0 99.0,1.10,11.00,99.00,999,9999.0,999.0,13.4,999.0,99.0,99.00
194,2008,01,09,03,00,999 99.0 99.0,1.20,10.00,99.00,999,9999.0,999.0,13.4,999.0,99.0,99.00
195,2008,01,09,04,00,999 99.0 99.0,1.20,12.00,99.00,999,9999.0,999.0,13.3,999.0,99.0,99.00
196,2008,01,09,05,00,999 99.0 99.0,1.20,12.00,99.00,999,9999.0,999.0,13.2,999.0,99.0,99.00
197,2008,01,09,06,00,999 99.0 99.0,1.20,12.00,99.00,999,9999.0,999.0,13.2,999.0,99.0,99.00
198,2008,01,09,07,00,999 99.0 99.0,1.20,12.00,99.00,999,9999.0,999.0,13.4,999.0,99.0,99.00
199,2008,01,09,08,00,999 99.0 99.0,1.10,12.00,99.00,999,9999.0,999.0,13.4,999.0,99.0,99.00
200,2008,01,09,09,00,999 99.0 99.0,1.20,11.00,99.00,999,9999.0,999.0,13.4,999.0,99.0,99.00
201,2008,01,09,10,00,999 99.0 99.0,1.10,12.00,99.00,999,9999.0,999.0,13.4,999.0,99.0,99.00
202,2008,01,09,11,00,999 99.0 99.0,1.20,11.00,99.00,999,9999.0,999.0,13.2,999.0,99.0,99.00
203,2008,01,09,12,00,999 99.0 99.0,1.00,12.00,99.00,999,9999.0,999.0,13.2,999.0,99.0,99.00
204,2008,01,09,13,00,999 99.0 99.0,0.90,13.00,99.00,999,9999.0,999.0,13.4,999.0,99.0,99.00
205,2008,01,09,14,00,999 99.0 99.0,1.00,11.00,99.00,999,9999.0,999.0,13.3,999.0,99.0,99.00
206,2008,01,09,15,00,999 99.0 99.0,1.00,12.00,99.00,999,9999.0,999.0,13.3,999.0,99.0,99.00
207,2008,01,09,16,00,999 99.0 99.0,1.00,11.00,99.00,999,9999.0,999.0,13.3,999.0,99.0,99.00
208,2008,01,09,17,00,999 99.0 99.0,1.00,12.00,99.00,999,9999.0,999.0,13.4,999.0,99.0,99.00
209,2008,01,09,18,00,999 99.0 99.0,1.10,12.00,99.00,999,9999.0,999.0,13.4,999.0,99.0,99.00
210,2008,01,09,19,00,999 99.0 99.0,1.00,11.00,99.00,999,9999.0,999.0,13.8,999.0,99.0,99.00
211,2008,01,09,20,00,999 99.0 99.0,1.00,12.00,99.00,999,9999.0,999.0,13.9,999.0,99.0,99.00
212,2008,01,09,21,00,999 99.0 99.0,0.90,11.00,99.00,999,9999.0,999.0,14.2,999.0,99.0,99.00
213,2008,01,09,22,00,999 99.0 99.0,1.00,11.00,99.00,999,9999.0,999.0,14.0,999.0,99.0,99.00
214,2008,01,09,23,00,999 99.0 99.0,0.90,12.00,99.00,999,9999.0,999.0,13.9,999.0,99.0,99.00
215,2008,01,10,00,00,999 99.0 99.0,0.80,12.00,99.00,999,9999.0,999.0,13.9,999.0,99.0,99.00
216,2008,01,10,01,00,999 99.0 99.0,0.90,11.00,99.00,999,9999.0,999.0,13.8,999.0,99.0,99.00
217,2008,01,10,02,00,999 99.0 99.0,0.90,11.00,99.00,999,9999.0,999.0,13.8,999.0,99.0,99.00
218,2008,01,10,03,00,999 99.0 99.0,0.90,12.00,99.00,999,9999.0,999.0,13.8,999.0,99.0,99.00
219,2008,01,10,04,00,999 99.0 99.0,0.90,11.00,99.00,999,9999.0,999.0,13.7,999.0,99.0,99.00
220,2008,01,10,05,00,999 99.0 99.0,0.80,12.00,99.00,999,9999.0,999.0,13.6,999.0,99.0,99.00
221,2008,01,10,06,00,999 99.0 99.0,0.90,11.00,99.00,999,9999.0,999.0,13.6,999.0,99.0,99.00
222,2008,01,10,07,00,999 99.0 99.0,0.90,20.00,99.00,999,9999.0,999.0,13.6,999.0,99.0,99.00
223,2008,01,10,08,00,999 99.0 99.0,0.90,12.00,99.00,999,9999.0,999.0,13.6,999.0,99.0,99.00
